GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1301701313,20260430,202604,2026,2026.3288,,,,,,,,,,,CVL,CONSTITUENT,,,,,,CVL,,,1,020,020,02,1,3.0,6,1,6,-0.43103448275862,0,,,,,,,,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260430013000,https://www.rawstory.com/trump-gas-prices-2676832279/
1301701314,20260430,202604,2026,2026.3288,,,,,,,,,,,CVL,VOTER,,,,,,CVL,,,1,020,020,02,1,3.0,1,1,1,-2.22575516693164,0,,,,,,,,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,20260430013000,https://myfox28columbus.com/news/local/dhs-confirms-voter-fraud-investigation-requesting-dozens-of-franklin-county-voters-info
1301701315,20260430,202604,2026,2026.3288,,,,,,,,,,,CVL,SETTLEMENT,,,,,,CVL,,,1,040,040,04,1,1.0,5,1,5,1.58102766798419,0,,,,,,,,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,18585,-1.28333,36.8167,-2258072,20260430013000,https://www.dailyexcelsior.com/india-kenya-discuss-possibility-of-trade-settlement-in-local-currencies/
1301701316,20260430,202604,2026,2026.3288,,,,,,,,,,,CVL,TOURIST,,,,,,CVL,,,1,042,042,04,1,1.9,10,1,10,1.3727560718057,0,,,,,,,,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,4,"Central Coast, New South Wales, Australia",AS,AS02,5004,-33.4298,151.371,11430413,20260430013000,https://www.dailymail.com/news/article-15770693/Im-59-moved-Bali-Heres-you-too.html
1301701317,20260430,202604,2026,2026.3288,,,,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,1,042,042,04,1,1.9,2,1,2,6.66666666666667,0,,,,,,,,3,"Clark County, Illinois, United States",US,USIL,,39.3334,-87.8,424213,3,"Clark County, Illinois, United States",US,USIL,,39.3334,-87.8,424213,20260430013000,https://mymixfm.com/2026/04/29/clark-county-residents-visit-fair-hosting-39-agencies/
1301701318,20260430,202604,2026,2026.3288,,,,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,0,057,057,05,1,8.0,10,1,5,-5.77281191806332,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.wgal.com/article/steelton-mayor-addresses-rodent-infestation-remediation-plan/71167180
1301701319,20260430,202604,2026,2026.3288,,,,,,,,,,,CVLHLH,ENGINEER,,,,,,CVL,HLH,,0,040,040,04,1,1.0,5,1,5,4.60469157254561,0,,,,,,,,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260430013000,https://www.thehindubusinessline.com/opinion/navigating-the-india-eu-trade-deal/article70921369.ece
1301701320,20260430,202604,2026,2026.3288,,,,,,,,,,,DEU,GERMANY,DEU,,,,,,,,1,061,061,06,2,6.4,10,1,10,1.21359223300971,0,,,,,,,,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260430013000,https://local12.com/news/local/delicate-two-million-dollar-restoration-underway-historic-stained-glass-windows-west-side-church-st-martin-cheviot-willet-studios-father-matt-robben-cincinnati-local-12-wkrc
1301701321,20260430,202604,2026,2026.3288,,,,,,,,,,,DEUCOP,HANOVER,DEU,,,,,COP,,,1,112,112,11,3,-2.0,30,1,10,-6.06060606060606,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.wgal.com/article/hanover-police-14-year-old-faces-arson-york-street-fire/71167393
1301701322,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,014,014,01,1,0.0,10,1,10,-0.96818810511757,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260430013000,https://www.wweek.com/news/schools/2026/04/29/portland-school-board-again-closes-door-on-local-school-foundations/
1301701323,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,017,017,01,1,0.0,10,1,10,3.61726954492415,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260430013000,"http://www.pagosasun.com/stories/gary-lowell-woods,134631"
1301701324,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,020,020,02,1,3.0,3,1,3,1.24555160142349,0,,,,,,,,1,Spain,SP,SP,,40,-4,SP,1,Spain,SP,SP,,40,-4,SP,20260430013000,https://www.yahoo.com/lifestyle/articles/school-counselor-comforted-her-crying-004038996.html
1301701325,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,COLLEGE,,,,,,EDU,,,1,042,042,04,1,1.9,2,1,2,-1.2987012987013,0,,,,,,,,3,"South Plains, Texas, United States",US,USTX,,34.2245,-101.31,1368739,3,"South Plains, Texas, United States",US,USTX,,34.2245,-101.31,1368739,20260430013000,https://www.fox34.com/2026/04/29/south-plains-college-hosts-memorial-fallen-peace-officers/
1301701326,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,042,042,04,1,1.9,10,1,10,3.61726954492415,0,,,,,,,,3,"Pagosa Springs, Colorado, United States",US,USCO,,37.2695,-107.01,184338,3,"Pagosa Springs, Colorado, United States",US,USCO,,37.2695,-107.01,184338,20260430013000,"http://www.pagosasun.com/stories/gary-lowell-woods,134631"
1301701327,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,042,042,04,1,1.9,5,1,5,3.32409972299169,0,,,,,,,,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20260430013000,https://www.boorowanewsonline.com.au/news/from-school-holiday-project-to-anzac-tribute-teen-raises-411-for-legacy-haxf6id6
1301701328,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,051,051,05,1,3.4,1,1,1,2.4,0,,,,,,,,4,"Ahwa, Gujarat, India",IN,IN09,17773,20.75,73.6833,-2088290,4,"Ahwa, Gujarat, India",IN,IN09,17773,20.75,73.6833,-2088290,20260430013000,https://timesofindia.indiatimes.com/city/surat/dang-natives-art-stands-witness-to-neglect/articleshow/130616871.cms
1301701329,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,051,051,05,1,3.4,10,1,10,-4.96760259179265,0,,,,,,,,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260430013000,https://www.ksby.com/news/melodee-buzzard-case/vandenberg-village-woman-charged-with-daughters-murder-back-in-court-over-forensic-evidence-dispute
1301701330,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,112,112,11,3,-2.0,5,1,5,-11.1295681063123,0,,,,,,,,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260430013000,https://www.ksat.com/news/local/2026/04/30/a-joke-is-not-a-defense-us-attorney-warns-of-consequences-for-school-threats/
1301701331,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,112,112,11,3,-2.0,5,1,5,-11.1295681063123,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260430013000,https://www.ksat.com/news/local/2026/04/30/a-joke-is-not-a-defense-us-attorney-warns-of-consequences-for-school-threats/
1301701332,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,130,130,13,3,-4.4,3,1,3,0,0,,,,,,,,5,"Plateau State, Plateau, Nigeria",NI,NI49,23046,9.16667,9.75,-2024992,5,"Plateau State, Plateau, Nigeria",NI,NI49,23046,9.16667,9.75,-2024992,20260430013000,https://www.vanguardngr.com/2026/04/fg-raises-fresh-alarm-15m-nigerian-children-out-of-school/
1301701333,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,PROFESSOR,,,,,,EDU,,,0,164,164,16,4,-7.0,6,1,6,0.41899441340782,0,,,,,,,,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,20260430013000,https://www.bendsource.com/news/localnews/counterculture-author-to-give-bend-book-talk-on-rise-of-rolling-stone/
1301701334,20260430,202604,2026,2026.3288,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,173,173,17,4,-5.0,10,1,10,-4.23728813559322,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260430013000,https://www.firstalert4.com/2026/04/29/hillsboro-student-taken-into-custody-after-being-found-with-gun/
1301701335,20260430,202604,2026,2026.3288,,,,,,,,,,,FRA,LORRAINE,FRA,,,,,,,,1,040,040,04,1,1.0,3,1,3,0,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260430013000,https://www.australianageingagenda.com.au/facility-operations/providers-told-to-hang-in-there/
1301701336,20260430,202604,2026,2026.3288,,,,,,,,,,,GBR,BRITAIN,GBR,,,,,,,,1,100,100,10,3,-5.0,16,2,16,0,0,,,,,,,,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,1,India,IN,IN,,20,77,IN,20260430013000,https://mymixfm.com/2026/04/29/new-york-mayor-mamdani-encourages-king-charles-to-return-koh-i-noor-diamond/
1301701337,20260430,202604,2026,2026.3288,,,,,,,,,,,GBR,BRITAIN,GBR,,,,,,,,1,100,100,10,3,-5.0,4,2,4,0,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260430013000,https://mymixfm.com/2026/04/29/new-york-mayor-mamdani-encourages-king-charles-to-return-koh-i-noor-diamond/
1301701338,20260430,202604,2026,2026.3288,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,173,173,17,4,-5.0,4,1,4,-7.34856007944389,0,,,,,,,,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,20260430013000,https://www.rte.ie/news/world/2026/0430/1570980-london-stabbing/
1301701339,20260430,202604,2026,2026.3288,,,,,,,,,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,010,010,01,1,0.0,5,1,5,-6.53386454183267,0,,,,,,,,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,20260430013000,https://www.dailymail.com/news/article-15777411/Keir-Starmer-Jew-harmer-PM-condemnation-Israel-antisemitism-UK.html
1301701340,20260430,202604,2026,2026.3288,,,,,,,,,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,020,020,02,1,3.0,5,1,5,-6.53386454183267,0,,,,,,,,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,4,"Golders Green, Barnet, United Kingdom",UK,UKA2,40110,51.5667,-0.216667,-2597271,20260430013000,https://www.dailymail.com/news/article-15777411/Keir-Starmer-Jew-harmer-PM-condemnation-Israel-antisemitism-UK.html
1301701341,20260430,202604,2026,2026.3288,,,,,,,,,,,GHA,GHANA,GHA,,,,,,,,1,051,051,05,1,3.4,1,1,1,-2.38532110091743,0,,,,,,,,1,Ghana,GH,GH,,8,-2,GH,1,Ghana,GH,GH,,8,-2,GH,20260430013000,https://www.dailymail.com/news/article-15777513/ben-roberts-smith-anzac-day.html
1301701342,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,036,036,03,1,4.0,6,1,6,-1.71526586620926,0,,,,,,,,4,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,4,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,20260430013000,https://asianews.network/nepal-strives-for-provincial-improvement-will-their-lot-improve/
1301701343,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,HOME MINIST,,,,,,GOV,,,0,036,036,03,1,4.0,1,1,1,3.86029411764706,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260430013000,https://www.dailyexcelsior.com/leh-soaked-in-devotion-as-holy-piprahwa-relics-of-buddha-arrive/
1301701344,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,040,040,04,1,1.0,10,1,10,-1.71526586620926,0,,,,,,,,4,"Janakpur, Nepal (general), Nepal",NP,NP00,22352,26.7183,85.9065,-1022053,4,"Janakpur, Nepal (general), Nepal",NP,NP00,22352,26.7183,85.9065,-1022053,20260430013000,https://asianews.network/nepal-strives-for-provincial-improvement-will-their-lot-improve/
1301701345,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,-1.71526586620926,0,,,,,,,,4,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,4,"Kathmandu, Bagmati, Nepal",NP,NP01,22353,27.7167,85.3167,-1022136,20260430013000,https://asianews.network/nepal-strives-for-provincial-improvement-will-their-lot-improve/
1301701346,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,KING,,,,,,GOV,,,1,040,040,04,1,1.0,12,2,12,0,0,,,,,,,,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,20260430013000,https://mymixfm.com/2026/04/29/new-york-mayor-mamdani-encourages-king-charles-to-return-koh-i-noor-diamond/
1301701347,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,042,042,04,1,1.9,10,1,10,-0.9271523178808,0,,,,,,,,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20260430013000,https://www.insurancebusinessmag.com/au/news/breaking-news/insurers-throw-weight-behind-national-plan-to-slash-premiums-for-resilient-homes-573524.aspx
1301701348,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,CROWN PRINCE,,,,,,GOV,,,1,046,046,04,1,7.0,1,1,1,7.00525394045535,0,,,,,,,,1,Switzerland,SZ,SZ,,47,8,SZ,4,"Jeddah, Makkah, Saudi Arabia",SA,SA14,25312,21.5169,39.2192,-3096108,20260430013000,https://english.aawsat.com/gulf/5267909-swiss-president-we-stand-saudi-arabia-us-iran-negotiations-key-stability
1301701349,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,CROWN PRINCE,,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,7.00525394045535,0,,,,,,,,1,Switzerland,SZ,SZ,,47,8,SZ,1,Switzerland,SZ,SZ,,47,8,SZ,20260430013000,https://english.aawsat.com/gulf/5267909-swiss-president-we-stand-saudi-arabia-us-iran-negotiations-key-stability
1301701350,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,080,080,08,2,5.0,5,1,5,-5.81896551724138,0,,,,,,,,3,"Hempfield, Pennsylvania, United States",US,USPA,PA071,40.0548,-76.4389,1203778,3,"Hempfield, Pennsylvania, United States",US,USPA,PA071,40.0548,-76.4389,1203778,20260430013000,https://forcechange.com/668337/93-animals-allegedly-kept-in-feces-laden-conditions-deserve-justice/
1301701351,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,100,100,10,3,-5.0,10,1,10,-0.9271523178808,0,,,,,,,,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20260430013000,https://www.insurancebusinessmag.com/au/news/breaking-news/insurers-throw-weight-behind-national-plan-to-slash-premiums-for-resilient-homes-573524.aspx
1301701352,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,BUREAUCRACY,,,,,,GOV,,,0,110,110,11,3,-2.0,5,1,5,-2.88548241659152,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260430013000,https://www.dailyexcelsior.com/political-awareness-can-it-change-governance/
1301701353,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,BUREAUCRACY,,,,,,GOV,,,0,112,112,11,3,-2.0,5,1,5,-2.88548241659152,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260430013000,https://www.dailyexcelsior.com/political-awareness-can-it-change-governance/
1301701354,20260430,202604,2026,2026.3288,,,,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,173,173,17,4,-5.0,5,1,5,-6.75182481751824,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260430013000,https://nypost.com/2026/04/29/us-news/man-arrested-in-valencia-for-exposing-himself-at-bus-station/
1301701355,20260430,202604,2026,2026.3288,,,,,,,,,,,GOVMIL,DEFENSE MINIST,,,,,,GOV,MIL,,0,1832,183,18,4,-10.0,6,1,6,-8.26612903225802,0,,,,,,,,4,"Kidal, Kidal, Mali",ML,ML10,19385,18.4411,1.40778,-1070022,4,"Kidal, Kidal, Mali",ML,ML10,19385,18.4411,1.40778,-1070022,20260430013000,https://www.moroccoworldnews.com/2026/04/289284/morocco-reiterates-support-for-malis-stability-after-deadly-attacks/
1301701356,20260430,202604,2026,2026.3288,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,5,1,5,-2.81425891181989,0,,,,,,,,3,"Madison County, Alabama, United States",US,USAL,,34.7334,-86.5667,161570,3,"Madison County, Alabama, United States",US,USAL,,34.7334,-86.5667,161570,20260430013000,https://www.dailymail.com/news/article-15772179/mom-boyfriend-murdered-newborn-alabama.html
1301701357,20260430,202604,2026,2026.3288,,,,,,,,,,,IDN,JAKARTA,IDN,,,,,,,,0,043,043,04,1,2.8,5,1,5,1.3727560718057,0,,,,,,,,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,4,"Seminyak, Bali, Indonesia",ID,ID02,18585,-8.69,115.167,10866793,20260430013000,https://www.dailymail.com/news/article-15770693/Im-59-moved-Bali-Heres-you-too.html
1301701358,20260430,202604,2026,2026.3288,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,0,043,043,04,1,2.8,2,1,2,1.3727560718057,0,,,,,,,,4,"Legian, Jawa Timur, Indonesia",ID,ID08,18585,-8.329,112.636,11368014,4,"Sanur, Jawa Timur, Indonesia",ID,ID08,18585,-7.1524,112.413,10216960,20260430013000,https://www.dailymail.com/news/article-15770693/Im-59-moved-Bali-Heres-you-too.html
1301701359,20260430,202604,2026,2026.3288,,,,,,,,,,,IGOEUREEC,THE EUROPEAN UNION,EUR,EEC,,,,IGO,,,1,061,061,06,2,6.4,10,1,10,4.60469157254561,0,,,,,,,,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260430013000,https://www.thehindubusinessline.com/opinion/navigating-the-india-eu-trade-deal/article70921369.ece
1301701360,20260430,202604,2026,2026.3288,,,,,,,,,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,1,043,043,04,1,2.8,6,1,6,-1.08108108108108,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260430013000,https://www.mediamatters.org/sean-hannity/sean-hannity-says-nato-alliance-headed-you-know-collapse
1301701361,20260430,202604,2026,2026.3288,,,,,,,,,,,IND,SURAT,IND,,,,,,,,0,173,173,17,4,-5.0,5,1,5,-5.04731861198739,0,,,,,,,,4,"Gandhinagar, Gujarat, India",IN,IN09,17645,23.2167,72.6833,-2095816,4,"Gandhinagar, Gujarat, India",IN,IN09,17645,23.2167,72.6833,-2095816,20260430013000,https://www.dailyexcelsior.com/rajasthan-hc-extends-rape-convict-asarams-interim-bail-till-may-25-on-medical-grounds/
1301701362,20260430,202604,2026,2026.3288,,,,,,,,,,,IND,SURAT,IND,,,,,,,,0,173,173,17,4,-5.0,3,1,3,-5.04731861198739,0,,,,,,,,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Gandhinagar, Gujarat, India",IN,IN09,17645,23.2167,72.6833,-2095816,20260430013000,https://www.dailyexcelsior.com/rajasthan-hc-extends-rape-convict-asarams-interim-bail-till-may-25-on-medical-grounds/
1301701363,20260430,202604,2026,2026.3288,,,,,,,,,,,IND,MADHYA PRADESH,IND,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-12.3684210526315,0,,,,,,,,4,"Indore, Madhya Pradesh, India",IN,IN35,17729,22.7167,75.8333,-2097803,4,"Indore, Madhya Pradesh, India",IN,IN35,17729,22.7167,75.8333,-2097803,20260430013000,https://timesofindia.indiatimes.com/city/indore/12-killed-as-overloaded-pickup-overturns-crashes-into-suv-in-dhar/articleshow/130617090.cms
1301701364,20260430,202604,2026,2026.3288,,,,,,,,,,,INDCOP,SURAT,IND,,,,,COP,,,1,042,042,04,1,1.9,1,1,1,1.6260162601626,0,,,,,,,,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,4,"Surat, Gujarat, India",IN,IN09,70127,20.9667,72.9,-2098110,20260430013000,https://timesofindia.indiatimes.com/city/surat/surat-police-to-host-weapons-expo-mashal-pt-for-gujarat-day-celebrations/articleshow/130616866.cms
1301701365,20260430,202604,2026,2026.3288,,,,,,,,,,,INDEDU,KOCHI,IND,,,,,EDU,,,1,051,051,05,1,3.4,4,1,4,2.4,0,,,,,,,,4,"Ahwa, Gujarat, India",IN,IN09,17773,20.75,73.6833,-2088290,4,"Ahwa, Gujarat, India",IN,IN09,17773,20.75,73.6833,-2088290,20260430013000,https://timesofindia.indiatimes.com/city/surat/dang-natives-art-stands-witness-to-neglect/articleshow/130616871.cms
1301701366,20260430,202604,2026,2026.3288,,,,,,,,,,,IRL,IRELAND,IRL,,,,,,,,0,042,042,04,1,1.9,6,1,6,9.73312401883826,0,,,,,,,,4,"Kinvara, Galway, Ireland",EI,EI10,18289,53.1394,-8.93361,-1503980,4,"Kinvara, Galway, Ireland",EI,EI10,18289,53.1394,-8.93361,-1503980,20260430013000,http://www.advertiser.ie/galway/article/150571/fleadh-na-gcuach-brings-magic-to-idyllic-kinvara
1301701367,20260430,202604,2026,2026.3288,,,,,,,,,,,IRL,TARA,IRL,,,,,,,,0,042,042,04,1,1.9,3,1,3,2.97482837528604,0,,,,,,,,4,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,4,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,20260430013000,https://calgarysun.com/news/local-news/youthlink-calgary-police-interpretive-centre-name-change-discovery-center
1301701368,20260430,202604,2026,2026.3288,,,,,,,,,,,IRL,IRELAND,IRL,,,,,,,,1,042,042,04,1,1.9,10,1,10,3.78151260504202,0,,,,,,,,1,Ireland,EI,EI,,53,-8,EI,1,Ireland,EI,EI,,53,-8,EI,20260430013000,http://www.advertiser.ie/galway/article/150536/pricing-announced-for-new-leapmotor-suv
1301701369,20260430,202604,2026,2026.3288,,,,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,040,040,04,1,1.0,2,1,2,-4.82697817941371,0,,,,,,,,4,"Iranshahr, Sistan va Baluchestan, Iran",IR,IR04,40976,27.2024,60.6848,-3067262,1,Ukraine,UP,UP,,49,32,UP,20260430013000,https://www.thehour.com/business/article/the-latest-talks-to-end-the-war-in-iran-stall-as-22231814.php
1301701370,20260430,202604,2026,2026.3288,,,,,,,,,,,JUD,LAWYER,,,,,,JUD,,,0,020,020,02,1,3.0,4,1,4,-7.27023319615912,0,,,,,,,,1,Chad,CD,CD,,15,19,CD,1,Chad,CD,CD,,15,19,CD,20260430013000,https://www.wgal.com/article/former-gettysburg-mayor-chad-alan-carr-appears-court/71167752
1301701371,20260430,202604,2026,2026.3288,,,,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,1,052,052,05,1,3.5,6,1,6,-1.26582278481012,0,,,,,,,,3,"Francisville, Pennsylvania, United States",US,USPA,PA101,39.9701,-75.1691,1202853,3,"Francisville, Pennsylvania, United States",US,USPA,PA101,39.9701,-75.1691,1202853,20260430013000,https://6abc.com/post/how-will-supreme-court-voting-rights-ruling-shape-future-redistricting/18999047/
1301701372,20260430,202604,2026,2026.3288,,,,,,,,,,,JUD,SUPREME COURT,,,,,,JUD,,,1,052,052,05,1,3.5,2,1,2,-1.26582278481012,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260430013000,https://6abc.com/post/how-will-supreme-court-voting-rights-ruling-shape-future-redistricting/18999047/
1301701373,20260430,202604,2026,2026.3288,,,,,,,,,,,JUD,MAGISTRATE,,,,,,JUD,,,0,110,110,11,3,-2.0,2,1,2,-4.89313835770529,0,,,,,,,,4,"Nasarawa, Sokoto, Nigeria",NI,NI51,23100,13.0303,5.1938,10483473,4,"Nasarawa, Sokoto, Nigeria",NI,NI51,23100,13.0303,5.1938,10483473,20260430013000,https://www.vanguardngr.com/2026/04/amid-cries-of-neglect-cjn-drives-ethics-gospel-to-lower-courts/
